Timestamp,NCI,Avg_UE_Number,DL_Prb_Utilization
2025-05-02 01:00:00,358531245,14.456337202774938,19.675171331036832
2025-05-02 01:15:00,357783979,12.754595464459568,18.270347052110107
2025-05-02 01:15:00,357783980,12.760084445885258,18.096385631038515
2025-05-02 01:15:00,357783981,13.165915065664995,18.27886583617585
2025-05-02 01:15:00,358531243,13.359548663315064,17.617652085687737
2025-05-02 01:15:00,358531244,13.18069869720266,18.25499561645372
2025-05-02 01:15:00,358531245,13.249600540564996,17.916558944262473
2025-05-02 01:30:00,357783979,11.646783139704173,16.77676594133085
2025-05-02 01:30:00,357783980,11.687271715633688,16.592110083078023
2025-05-02 01:30:00,357783981,12.063355019473558,16.779890925142038
2025-05-02 01:30:00,358531243,12.23720399764252,16.06902008910543
2025-05-02 01:30:00,358531244,12.06927841394063,16.75038717369729
2025-05-02 01:30:00,358531245,12.163036090330966,16.42511323280542
2025-05-02 01:45:00,357783979,10.668589268931523,15.532855382399404
2025-05-02 01:45:00,357783980,10.74673231491414,15.343490855346811
2025-05-02 01:45:00,357783981,11.081273511340829,15.538679129408518
2025-05-02 01:45:00,358531243,11.248071539254012,14.773317111888597
2025-05-02 01:45:00,358531244,11.088259668847964,15.483431847437252
2025-05-02 01:45:00,358531245,11.200663469436115,15.19064527951524
2025-05-02 02:00:00,357783979,9.823805208402028,14.5254192865249
2025-05-02 02:00:00,357783980,9.939858217080118,14.337775501122437
2025-05-02 02:00:00,357783981,10.224227683142406,14.54193773514217
2025-05-02 02:00:00,358531243,10.39650814905296,13.719351561390532
2025-05-02 02:00:00,358531244,10.24138396475077,14.440936283071174
2025-05-02 02:00:00,358531245,10.36562447338801,14.199064197284098
2025-05-02 02:15:00,357783979,9.11522599945367,13.738975926716677
2025-05-02 02:15:00,357783980,9.26700874189109,13.55954378111158
2025-05-02 02:15:00,357783981,9.496221128156767,13.773490072825354
2025-05-02 02:15:00,358531243,9.68548733120809,12.89338213632544
2025-05-02 02:15:00,358531244,9.531304445159645,13.608114701458028
2025-05-02 02:15:00,358531245,9.660324985474762,13.433483790089788
2025-05-02 02:30:00,357783979,8.544716597926854,13.15679371170335
2025-05-02 02:30:00,357783980,8.727737004731452,12.99173842339868
2025-05-02 02:30:00,357783981,8.900687798419742,13.215369524208654
2025-05-02 02:30:00,358531243,9.116663654547876,12.280082777147015
2025-05-02 02:30:00,358531244,8.959668692878914,12.969617714333612
2025-05-02 02:30:00,358531245,9.08653566937313,12.875379404906912
2025-05-02 02:45:00,357783979,8.113247183641146,12.76189096809172
2025-05-02 02:45:00,357783980,8.32097800442612,12.616684030393888
2025-05-02 02:45:00,357783981,8.44042190108398,12.84891559325391
2025-05-02 02:45:00,358531243,8.690433618998924,11.863490058051422
2025-05-02 02:45:00,358531244,8.527175217760693,12.51048153967125
2025-05-02 02:45:00,358531245,8.645445005030851,12.505736897091415
2025-05-02 03:00:00,357783979,7.820897023832508,12.5379528520655
2025-05-02 03:00:00,357783980,8.045187502229517,12.417045900140897
2025-05-02 03:00:00,357783981,8.117460330317236,12.655818058006416
2025-05-02 03:00:00,358531243,8.40599026913696,11.627888311726284
2025-05-02 03:00:00,358531244,8.2336016076524,12.216952959408973
2025-05-02 03:00:00,358531245,8.337662467694361,12.30613564779713
2025-05-02 03:15:00,357783979,7.6668294744824195,12.470122773337687
2025-05-02 03:15:00,357783980,7.898425130516045,12.376683332978876
2025-05-02 03:15:00,357783981,7.932928372650679,12.619057348675105
2025-05-02 03:15:00,358531243,8.26137026737084,11.558590850847237
2025-05-02 03:15:00,358531244,8.077805258667656,12.077152375016556
2025-05-02 03:15:00,358531245,8.163173936172637,12.259710647903322
2025-05-02 03:30:00,357783979,7.649243495719144,12.54563204928737
2025-05-02 03:30:00,357783980,7.878379761377005,12.48135706583156
2025-05-02 03:30:00,357783981,7.886862744767413,12.723694152787804
2025-05-02 03:30:00,358531243,8.25349351147667,11.642580769566372
2025-05-02 03:30:00,358531244,8.057700335570832,12.081546102982692
2025-05-02 03:30:00,358531245,8.121255438215915,12.351944695718494
2025-05-02 03:45:00,357783979,7.765309385441913,12.75423968391572
2025-05-02 03:45:00,357783980,7.982339792563618,12.719257663109111
2025-05-02 03:45:00,357783981,7.978028293300859,12.957468697346826
2025-05-02 03:45:00,358531243,8.378196663186671,11.868981816575154
2025-05-02 03:45:00,358531244,8.170216995725358,12.223209220888396
2025-05-02 03:45:00,358531245,8.210354871115552,12.57125053194477
2025-05-02 04:00:00,357783979,8.011098110884586,13.088463792097071
2025-05-02 04:00:00,357783980,8.207115329630653,13.081330668513338
2025-05-02 04:00:00,357783981,8.203745718778642,13.31117985860138
2025-05-02 04:00:00,358531243,8.630263027282222,12.2293384026282
2025-05-02 04:00:00,358531244,8.41125074752739,12.497871289743632
2025-05-02 04:00:00,358531245,8.427954103631752,12.90931382140348
2025-05-02 04:15:00,357783979,8.3815145658536,13.54359682184829
2025-05-02 04:15:00,357783980,8.548923002633959,13.561384682928718
2025-05-02 04:15:00,357783981,8.559747450135827,13.778825751798266
2025-05-02 04:15:00,358531243,9.003452047505025,12.717693559807248
2025-05-02 04:15:00,358531244,8.775611018985103,12.90374860483724
2025-05-02 04:15:00,358531245,8.77042572251706,13.36118074108274
2025-05-02 04:30:00,357783979,8.870245244176783,14.117507863772332
2025-05-02 04:30:00,357783980,9.003247105775344,14.15597979298088
2025-05-02 04:30:00,357783981,9.040077314061817,14.357500192194902
2025-05-02 04:30:00,358531243,9.490532213904554,13.33046415164252
2025-05-02 04:30:00,358531244,9.25697850805216,13.441177711694412
2025-05-02 04:30:00,358531245,9.23289951287217,13.925087890666044
