Timestamp,NCI,Avg_UE_Number,DL_Prb_Utilization
2025-05-02 02:00:00,357783979,9.823805208402028,14.5254192865249
2025-05-02 02:00:00,357783980,9.939858217080118,14.337775501122437
2025-05-02 02:00:00,357783981,10.224227683142406,14.54193773514217
2025-05-02 02:00:00,358531243,10.39650814905296,13.719351561390532
2025-05-02 02:00:00,358531244,10.24138396475077,14.440936283071174
2025-05-02 02:00:00,358531245,10.36562447338801,14.199064197284098
2025-05-02 02:15:00,357783979,9.11522599945367,13.738975926716677
2025-05-02 02:15:00,357783980,9.26700874189109,13.55954378111158
2025-05-02 02:15:00,357783981,9.496221128156767,13.773490072825354
2025-05-02 02:15:00,358531243,9.68548733120809,12.89338213632544
2025-05-02 02:15:00,358531244,9.531304445159645,13.608114701458028
2025-05-02 02:15:00,358531245,9.660324985474762,13.433483790089788
2025-05-02 02:30:00,357783979,8.544716597926854,13.15679371170335
2025-05-02 02:30:00,357783980,8.727737004731452,12.99173842339868
2025-05-02 02:30:00,357783981,8.900687798419742,13.215369524208654
2025-05-02 02:30:00,358531243,9.116663654547876,12.280082777147015
2025-05-02 02:30:00,358531244,8.959668692878914,12.969617714333612
2025-05-02 02:30:00,358531245,9.08653566937313,12.875379404906912
2025-05-02 02:45:00,357783979,8.113247183641146,12.76189096809172
2025-05-02 02:45:00,357783980,8.32097800442612,12.616684030393888
2025-05-02 02:45:00,357783981,8.44042190108398,12.84891559325391
2025-05-02 02:45:00,358531243,8.690433618998924,11.863490058051422
2025-05-02 02:45:00,358531244,8.527175217760693,12.51048153967125
2025-05-02 02:45:00,358531245,8.645445005030851,12.505736897091415
2025-05-02 03:00:00,357783979,7.820897023832508,12.5379528520655
2025-05-02 03:00:00,357783980,8.045187502229517,12.417045900140897
2025-05-02 03:00:00,357783981,8.117460330317236,12.655818058006416
2025-05-02 03:00:00,358531243,8.40599026913696,11.627888311726284
2025-05-02 03:00:00,358531244,8.2336016076524,12.216952959408973
2025-05-02 03:00:00,358531245,8.337662467694361,12.30613564779713
2025-05-02 03:15:00,357783979,7.6668294744824195,12.470122773337687
2025-05-02 03:15:00,357783980,7.898425130516045,12.376683332978876
2025-05-02 03:15:00,357783981,7.932928372650679,12.619057348675105
2025-05-02 03:15:00,358531243,8.26137026737084,11.558590850847237
2025-05-02 03:15:00,358531244,8.077805258667656,12.077152375016556
2025-05-02 03:15:00,358531245,8.163173936172637,12.259710647903322
2025-05-02 03:30:00,357783979,7.649243495719144,12.54563204928737
2025-05-02 03:30:00,357783980,7.878379761377005,12.48135706583156
2025-05-02 03:30:00,357783981,7.886862744767413,12.723694152787804
2025-05-02 03:30:00,358531243,8.25349351147667,11.642580769566372
2025-05-02 03:30:00,358531244,8.057700335570832,12.081546102982692
2025-05-02 03:30:00,358531245,8.121255438215915,12.351944695718494
2025-05-02 03:45:00,357783979,7.765309385441913,12.75423968391572
2025-05-02 03:45:00,357783980,7.982339792563618,12.719257663109111
2025-05-02 03:45:00,357783981,7.978028293300859,12.957468697346826
